supercontig,mic_beg,mic_end,IES_ID,IES_size
supercont2.160,184300,191450,IES-01701-r8,7151
supercont2.160,192446,196791,IES-01702-r6,4346
supercont2.160,223153,226475,IES-01703-r10,3323
supercont2.161,7993,12788,IES-01704-r19,4796
supercont2.161,14765,18226,IES-01705-r20,3462
supercont2.161,19854,24656,IES-01706-r17,4803
supercont2.161,37121,55525,IES-01707-r7,18405
supercont2.161,61308,72530,IES-01708-r11,11223
supercont2.161,74057,77342,IES-01709-r11,3286
supercont2.161,85486,89211,IES-01710-r15,3726
supercont2.161,101547,104562,IES-01711-r18,3016
supercont2.161,114181,116219,IES-01712-r22,2039
supercont2.161,119800,122840,IES-01713-r16,3041
supercont2.161,166656,169128,IES-01714-r16,2473
supercont2.161,172481,174878,IES-01715-r10,2398
supercont2.161,177012,179126,IES-01716-r4,2115
supercont2.161,208069,209049,IES-01717-r17,981
supercont2.161,215139,221744,IES-01718-r23,6606
supercont2.162,8439,11041,IES-01719-r6,2603
supercont2.162,32689,33320,IES-01720-r19,632
supercont2.162,43027,46344,IES-01721-r11,3318
supercont2.162,57889,61218,IES-01722-r17,3330
supercont2.162,64503,65686,IES-01723-r15,1184
supercont2.162,67610,69100,IES-01724-r12,1491
supercont2.162,111464,112366,IES-01725-r9,903
supercont2.162,127971,131163,IES-01726-r13,3193
supercont2.162,134456,138961,IES-01727-r14,4506
supercont2.162,149279,150636,IES-01728-r21,1358
supercont2.162,160607,161568,IES-01729-r16,962
supercont2.162,178937,181518,IES-01730-r15,2582
supercont2.162,196197,197475,IES-01731-r7,1279
supercont2.162,210662,214276,IES-01732-r17,3615
supercont2.163,10601,20690,IES-01733-r12,10090
supercont2.163,27672,30104,IES-01734-r14,2433
supercont2.163,43993,44899,IES-01735-r8,907
supercont2.163,49955,51448,IES-01736-r10,1494
supercont2.163,58708,63504,IES-01737-r18,4797
supercont2.163,67839,68816,IES-01738-r15,978
supercont2.163,82843,83486,IES-01739-r16,644
supercont2.163,95266,125374,IES-01740-r11,30109
supercont2.163,136672,140428,IES-01741-r15,3757
supercont2.163,153105,157836,IES-01742-r12,4732
supercont2.163,166360,166755,IES-01743-r14,396
supercont2.163,170688,176643,IES-01744-r10,5956
supercont2.163,180410,180995,IES-01745-r9,586
supercont2.163,207157,209606,IES-01746-r12,2450
supercont2.163,222482,223238,IES-01747-r8,757
supercont2.164,17403,19839,IES-01748-r13,2437
supercont2.164,97789,102380,IES-01750-r5,4592
supercont2.164,114319,115477,IES-01751-r5,1159
supercont2.164,117212,126258,IES-01752-r7,9047
supercont2.164,141674,144319,IES-01754-r7,2646
supercont2.164,146088,147947,IES-01755-r13,1860
supercont2.164,148805,153622,IES-01756-r7,4818
supercont2.164,158874,168676,IES-01757-r7,9803
supercont2.164,178736,182354,IES-01758-r6,3619
supercont2.164,184016,189002,IES-01759-r14,4987
supercont2.164,195641,197419,IES-01760-r7,1779
supercont2.164,198495,216809,IES-01761-r5,18315
supercont2.165,18738,30726,IES-01762-r14,11989
supercont2.165,33931,39058,IES-01763-r16,5128
supercont2.165,40553,42192,IES-01764-r20,1640
supercont2.165,43431,49857,IES-01765-r20,6427
supercont2.165,53004,60915,IES-01766-r12,7912
supercont2.165,63832,75067,IES-01767-r14,11236
supercont2.165,83649,85924,IES-01768-r9,2276
supercont2.165,99278,99975,IES-01769-r14,698
supercont2.165,107436,109196,IES-01770-r13,1761
supercont2.165,121809,125675,IES-01771-r15,3867
supercont2.165,135624,140353,IES-01772-r8,4730
supercont2.165,143094,143737,IES-01773-r8,644
supercont2.165,177182,178059,IES-01774-r12,878
supercont2.165,211067,216865,IES-01775-r13,5799
supercont2.166,8943,14178,IES-01776-r5,5236
supercont2.166,52468,53879,IES-01777-r13,1412
supercont2.166,57868,59042,IES-01778-r11,1175
supercont2.166,63256,67459,IES-01779-r18,4204
supercont2.166,69246,71028,IES-01780-r13,1783
supercont2.166,103808,107350,IES-01781-r15,3543
supercont2.166,109967,111472,IES-01782-r14,1506
supercont2.166,132829,138904,IES-01783-r19,6076
supercont2.166,150317,155579,IES-01784-r14,5263
supercont2.166,158966,160566,IES-01785-r17,1601
supercont2.166,168173,169485,IES-01786-r15,1313
supercont2.166,179985,181039,IES-01787-r17,1055
supercont2.166,186339,187627,IES-01788-r12,1289
supercont2.166,190587,194504,IES-01789-r13,3918
supercont2.166,202347,206951,IES-01790-r14,4605
supercont2.166,209181,212024,IES-01791-r9,2844
supercont2.166,213456,219645,IES-01792-r12,6190
supercont2.167,4252,6667,IES-01793-r12,2416
supercont2.167,13277,15526,IES-01794-r17,2250
supercont2.167,23372,24287,IES-01795-r14,916
supercont2.167,34411,36859,IES-01796-r16,2449
supercont2.167,90164,92167,IES-01797-r19,2004
supercont2.167,97627,99093,IES-01798-r12,1467
supercont2.167,128281,130325,IES-01799-r6,2045
supercont2.167,135801,136173,IES-01800-r7,373
supercont2.167,169072,171540,IES-01801-r13,2469
supercont2.167,176409,185023,IES-01802-r18,8615
supercont2.167,207716,215104,IES-01803-r12,7389
supercont2.168,70186,74126,IES-01804-r16,3941
supercont2.168,93876,94639,IES-01805-r17,764
supercont2.168,125470,126481,IES-01806-r11,1012
supercont2.168,132885,135057,IES-01807-r14,2173
supercont2.168,146196,149146,IES-01808-r10,2951
supercont2.168,150577,154102,IES-01809-r6,3526
supercont2.168,176063,177294,IES-01810-r3,1232
supercont2.168,186891,189405,IES-01811-r13,2515
supercont2.168,194720,198566,IES-01812-r6,3847
supercont2.168,200554,208821,IES-01813-r18,8268
supercont2.169,21166,24599,IES-01814-r10,3434
supercont2.169,60539,62708,IES-01815-r7,2170
supercont2.169,65465,68148,IES-01816-r19,2684
supercont2.169,71418,73220,IES-01817-r10,1803
supercont2.169,91338,92598,IES-01818-r8,1261
supercont2.169,124929,126348,IES-01819-r14,1420
supercont2.169,127530,147391,IES-01820-r12,19862
supercont2.169,148218,153759,IES-01821-r6,5542
supercont2.169,154486,197914,IES-01822-r8,43429
supercont2.17,14235,24304,IES-01823-r19,10070
supercont2.17,63408,66424,IES-01824-r23,3017
supercont2.17,82665,84061,IES-01825-r13,1397
supercont2.17,97946,100917,IES-01826-r9,2972
supercont2.17,126960,129787,IES-01827-r20,2828
supercont2.17,141282,142869,IES-01828-r17,1588
supercont2.17,194477,195378,IES-01829-r17,902
supercont2.17,284871,285505,IES-01830-r12,635
supercont2.17,297331,299064,IES-01831-r13,1734
supercont2.17,397608,398056,IES-01832-r21,449
supercont2.17,426107,429216,IES-01833-r13,3110
supercont2.17,484791,485853,IES-01834-r9,1063
supercont2.17,488611,490579,IES-01835-r11,1969
supercont2.17,520653,521363,IES-01836-r12,711
supercont2.17,533237,534638,IES-01837-r11,1402
supercont2.17,546657,547685,IES-01838-r11,1029
supercont2.17,559563,561282,IES-01839-r16,1720
supercont2.17,580222,584263,IES-01840-r10,4042
supercont2.17,592768,594041,IES-01841-r17,1274
supercont2.17,662950,664411,IES-01842-r16,1462
supercont2.17,677563,679704,IES-01843-r11,2142
supercont2.17,681556,683632,IES-01844-r9,2077
supercont2.17,708954,711142,IES-01845-r14,2189
supercont2.17,725757,744134,IES-01846-r11,18378
supercont2.17,746489,762541,IES-01847-r11,16053
supercont2.17,765302,768164,IES-01848-r9,2863
supercont2.17,771060,778077,IES-01849-r9,7018
supercont2.17,780918,786545,IES-01850-r16,5628
supercont2.17,799582,801827,IES-01851-r15,2246
supercont2.17,807391,811009,IES-01852-r8,3619
supercont2.17,833565,835971,IES-01853-r20,2407
supercont2.17,1024054,1025205,IES-01854-r15,1152
supercont2.17,1058954,1061149,IES-01855-r15,2196
supercont2.17,1096206,1097290,IES-01856-r10,1085
supercont2.17,1103098,1108781,IES-01857-r10,5684
supercont2.17,1182001,1182524,IES-01858-r15,524
supercont2.17,1271972,1272831,IES-01859-r12,860
supercont2.17,1281330,1281461,IES-01860-r5,132
supercont2.17,1288733,1290156,IES-01861-r20,1424
supercont2.17,1306545,1308010,IES-01862-r12,1466
supercont2.17,1310676,1311365,IES-01863-r16,690
supercont2.170,31154,35904,IES-01866-r9,4751
supercont2.170,37745,55479,IES-01867-r15,17735
supercont2.170,56628,60120,IES-01868-r8,3493
supercont2.170,62800,67294,IES-01869-r7,4495
supercont2.170,80488,81762,IES-01870-r19,1275
supercont2.170,94367,95687,IES-01871-r18,1321
supercont2.170,100226,103823,IES-01872-r21,3598
supercont2.170,115192,116263,IES-01873-r8,1072
supercont2.170,117648,122305,IES-01874-r8,4658
supercont2.170,153638,159018,IES-01876-r17,5381
supercont2.170,179542,182148,IES-01877-r13,2607
supercont2.170,184552,185575,IES-01878-r11,1024
supercont2.170,199220,208430,IES-01879-r9,9211
supercont2.171,6171,8188,IES-01880-r17,2018
supercont2.171,11467,15614,IES-01881-r18,4148
supercont2.171,19467,20447,IES-01882-r18,981
supercont2.171,23592,25016,IES-01883-r9,1425
supercont2.171,42191,44076,IES-01884-r15,1886
supercont2.171,48563,51488,IES-01885-r11,2926
supercont2.171,54887,56066,IES-01886-r15,1180
supercont2.171,62792,64510,IES-01887-r16,1719
supercont2.171,142232,144118,IES-01888-r20,1887
supercont2.171,149530,152769,IES-01889-r15,3240
supercont2.171,156160,161242,IES-01890-r8,5083
supercont2.171,162605,167310,IES-01891-r15,4706
supercont2.171,169360,173358,IES-01892-r9,3999
supercont2.171,176022,180608,IES-01893-r11,4587
supercont2.171,183051,187924,IES-01894-r15,4874
supercont2.172,18917,22584,IES-01895-r11,3668
supercont2.172,31639,34128,IES-01896-r16,2490
supercont2.172,36765,39040,IES-01897-r13,2276
supercont2.172,40900,44075,IES-01898-r12,3176
supercont2.172,46870,54351,IES-01899-r14,7482
supercont2.172,55619,70095,IES-01900-r10,14477
supercont2.172,81077,86827,IES-01901-r13,5751
supercont2.172,90656,96888,IES-01902-r14,6233
supercont2.172,103876,110550,IES-01903-r13,6675
supercont2.172,117484,118622,IES-01904-r15,1139
supercont2.172,141871,149820,IES-01905-r10,7950
supercont2.172,158135,162832,IES-01906-r11,4698
supercont2.172,164306,170199,IES-01907-r15,5894
supercont2.172,191549,198386,IES-01908-r12,6838
supercont2.172,200873,206969,IES-01909-r5,6097
supercont2.173,24052,24681,IES-01910-r10,630
supercont2.173,25846,53403,IES-01911-r11,27558
supercont2.173,58009,77757,IES-01912-r6,19749
supercont2.173,84328,91843,IES-01913-r15,7516
supercont2.173,92862,95606,IES-01914-r8,2745
supercont2.173,98212,109387,IES-01915-r9,11176
supercont2.173,118897,123519,IES-01916-r8,4623
supercont2.173,127149,141924,IES-01917-r4,14776
supercont2.173,143449,146803,IES-01918-r10,3355
supercont2.173,147679,159577,IES-01919-r10,11899
supercont2.173,163615,172039,IES-01920-r10,8425
supercont2.173,174569,183366,IES-01921-r15,8798
supercont2.173,187826,197619,IES-01922-r17,9794
supercont2.173,202544,206665,IES-01923-r12,4122
supercont2.174,10298,15299,IES-01924-r13,5002
supercont2.174,26174,30594,IES-01925-r15,4421
supercont2.174,40683,49055,IES-01926-r9,8373
supercont2.174,52106,68564,IES-01927-r13,16459
supercont2.174,70595,78519,IES-01928-r12,7925
supercont2.174,107176,109662,IES-01929-r15,2487
supercont2.174,111391,116070,IES-01930-r10,4680
supercont2.174,117337,122342,IES-01931-r11,5006
supercont2.174,129876,130105,IES-01932-r10,230
supercont2.174,157543,160913,IES-01933-r7,3371
supercont2.174,163058,166495,IES-01934-r12,3438
supercont2.174,169280,170994,IES-01935-r10,1715
supercont2.174,175822,177225,IES-01936-r7,1404
supercont2.174,187971,189365,IES-01937-r15,1395
supercont2.174,193342,194360,IES-01938-r8,1019
supercont2.175,9652,11179,IES-01940-r6,1528
supercont2.175,12134,13620,IES-01941-r7,1487
supercont2.175,14424,21864,IES-01942-r11,7441
supercont2.175,24992,27041,IES-01943-r8,2050
supercont2.175,37667,42740,IES-01944-r10,5074
supercont2.175,45973,54619,IES-01945-r12,8647
supercont2.175,64643,67323,IES-01946-r5,2681
supercont2.175,70625,73362,IES-01947-r9,2738
supercont2.175,79976,83695,IES-01948-r10,3720
supercont2.175,93028,98132,IES-01949-r6,5105
supercont2.175,103268,105619,IES-01950-r18,2352
supercont2.175,109745,113280,IES-01951-r11,3536
supercont2.175,118019,119757,IES-01952-r9,1739
supercont2.175,121035,123833,IES-01953-r13,2799
supercont2.175,125907,128795,IES-01954-r7,2889
supercont2.175,130257,132078,IES-01955-r13,1822
supercont2.175,139272,141516,IES-01956-r11,2245
supercont2.175,181581,189886,IES-01957-r7,8306
supercont2.176,20551,22667,IES-01959-r12,2117
supercont2.176,41472,43794,IES-01960-r16,2323
supercont2.176,47322,52389,IES-01961-r12,5068
supercont2.176,58956,63851,IES-01962-r5,4896
supercont2.176,85008,89071,IES-01963-r12,4064
supercont2.176,94689,95690,IES-01964-r9,1002
supercont2.176,111033,112927,IES-01965-r16,1895
supercont2.176,129370,134743,IES-01966-r16,5374
supercont2.176,141698,143268,IES-01967-r6,1571
supercont2.176,152881,154405,IES-01968-r6,1525
supercont2.176,175740,179063,IES-01969-r10,3324
supercont2.176,184126,186160,IES-01970-r10,2035
supercont2.177,54029,58392,IES-01971-r11,4364
supercont2.177,62480,65641,IES-01972-r10,3162
supercont2.177,112066,114792,IES-01973-r24,2727
supercont2.177,119265,122846,IES-01974-r17,3582
supercont2.177,127651,132120,IES-01975-r12,4470
supercont2.177,155741,159379,IES-01976-r10,3639
supercont2.177,173558,177525,IES-01977-r14,3968
supercont2.177,181660,183391,IES-01978-r13,1732
supercont2.177,184384,194811,IES-01979-r21,10428
supercont2.177,198512,200196,IES-01980-r16,1685
supercont2.178,11510,13498,IES-01981-r10,1989
supercont2.178,14710,18970,IES-01982-r15,4261
supercont2.178,22423,26759,IES-01983-r14,4337
supercont2.178,41483,45469,IES-01984-r8,3987
supercont2.178,47763,50950,IES-01985-r12,3188
supercont2.178,63900,65967,IES-01986-r19,2068
supercont2.178,81290,85141,IES-01987-r10,3852
supercont2.178,90004,91368,IES-01988-r15,1365
supercont2.178,93478,98049,IES-01989-r12,4572
supercont2.178,132109,140003,IES-01990-r23,7895
supercont2.178,144071,147794,IES-01991-r14,3724
supercont2.178,151921,155046,IES-01992-r15,3126
supercont2.179,42497,44367,IES-01993-r12,1871
supercont2.179,76255,82039,IES-01994-r14,5785
supercont2.179,96128,98070,IES-01995-r11,1943
supercont2.179,134101,139718,IES-01996-r21,5618
supercont2.179,149014,151362,IES-01997-r19,2349
supercont2.179,156453,160850,IES-01998-r16,4398
supercont2.179,175945,176497,IES-01999-r10,553
supercont2.179,181185,185012,IES-02000-r17,3828
supercont2.179,188550,191110,IES-02001-r11,2561
supercont2.18,40719,48341,IES-02002-r20,7623
supercont2.18,67929,71756,IES-02003-r12,3828
supercont2.18,82605,88470,IES-02004-r12,5866
supercont2.18,89370,96793,IES-02005-r9,7424
supercont2.18,101442,106418,IES-02006-r14,4977
supercont2.18,109307,111236,IES-02007-r11,1930
supercont2.18,120002,121663,IES-02008-r18,1662
supercont2.18,165844,167124,IES-02009-r12,1281
supercont2.18,178544,180732,IES-02010-r18,2189
supercont2.18,183790,185333,IES-02011-r15,1544
supercont2.18,190990,192390,IES-02012-r9,1401
supercont2.18,194332,196866,IES-02013-r15,2535
supercont2.18,200353,201305,IES-02014-r13,953
supercont2.18,218068,218937,IES-02015-r13,870
supercont2.18,223435,225385,IES-02016-r19,1951
supercont2.18,230187,232012,IES-02017-r7,1826
supercont2.18,257876,258906,IES-02018-r12,1031
supercont2.18,269525,271197,IES-02019-r14,1673
supercont2.18,280859,283559,IES-02020-r10,2701
supercont2.18,301673,304336,IES-02021-r16,2664
supercont2.18,321831,324368,IES-02022-r12,2538
supercont2.18,344405,346442,IES-02023-r3,2038
supercont2.18,368405,370908,IES-02024-r21,2504
supercont2.18,378435,382179,IES-02025-r17,3745
supercont2.18,390582,393898,IES-02026-r11,3317
supercont2.18,402116,411080,IES-02027-r17,8965
supercont2.18,430393,436756,IES-02028-r17,6364
supercont2.18,446733,448426,IES-02029-r13,1694
supercont2.18,460313,465113,IES-02030-r12,4801
supercont2.18,472569,478896,IES-02031-r9,6328
supercont2.18,481209,484857,IES-02032-r10,3649
supercont2.18,487618,488878,IES-02033-r9,1261
supercont2.18,500612,501913,IES-02034-r13,1302
supercont2.18,531695,536818,IES-02035-r19,5124
supercont2.18,572288,575526,IES-02036-r11,3239
supercont2.18,584713,596497,IES-02037-r48,11785
supercont2.18,618714,619715,IES-02038-r20,1002
supercont2.18,671743,674488,IES-02039-r20,2746
supercont2.18,683429,687101,IES-02040-r15,3673
supercont2.18,696028,698455,IES-02041-r12,2428
supercont2.18,702664,704713,IES-02042-r15,2050
supercont2.18,709878,714148,IES-02043-r11,4271
supercont2.18,715883,716371,IES-02044-r16,489
supercont2.18,749947,752417,IES-02045-r17,2471
supercont2.18,755358,756099,IES-02046-r17,742
supercont2.18,833566,835591,IES-02047-r11,2026
supercont2.18,846984,851079,IES-02048-r18,4096
supercont2.18,899705,903977,IES-02049-r9,4273
supercont2.18,917932,918394,IES-02050-r11,463
supercont2.18,936171,948422,IES-02051-r8,12252
supercont2.18,979543,980685,IES-02052-r12,1143
supercont2.18,983188,985759,IES-02053-r13,2572
supercont2.18,998880,1000771,IES-02054-r16,1892
supercont2.18,1002779,1003870,IES-02055-r13,1092
supercont2.18,1015824,1016791,IES-02056-r13,968
supercont2.18,1069574,1073046,IES-02057-r15,3473
supercont2.18,1082710,1086589,IES-02058-r11,3880
supercont2.18,1180807,1186181,IES-02059-r16,5375
supercont2.18,1195282,1197825,IES-02060-r16,2544
supercont2.18,1216515,1224797,IES-02061-r8,8283
supercont2.18,1239494,1240327,IES-02062-r13,834
supercont2.180,21367,23044,IES-02063-r13,1678
supercont2.180,24128,25960,IES-02064-r15,1833
supercont2.180,35919,37440,IES-02065-r19,1522
supercont2.180,49182,52807,IES-02066-r15,3626
supercont2.180,59418,59700,IES-02067-r6,283
supercont2.180,73724,75455,IES-02068-r12,1732
supercont2.180,80017,81549,IES-02069-r18,1533
supercont2.180,83047,85199,IES-02070-r22,2153
supercont2.180,92182,95489,IES-02071-r15,3308
supercont2.180,142104,144003,IES-02072-r16,1900
supercont2.180,167057,169012,IES-02074-r10,1956
supercont2.180,172086,174780,IES-02075-r13,2695
supercont2.181,12084,16042,IES-02076-r11,3959
supercont2.181,28825,39929,IES-02078-r5,11105
supercont2.181,42829,50436,IES-02079-r9,7608
supercont2.181,66874,75995,IES-02080-r10,9122
supercont2.181,82447,93792,IES-02081-r14,11346
supercont2.181,109563,111717,IES-02082-r13,2155
supercont2.181,113075,119247,IES-02083-r16,6173
supercont2.181,122960,129014,IES-02084-r23,6055
supercont2.181,145197,149992,IES-02085-r15,4796
supercont2.181,151545,155304,IES-02086-r8,3760
supercont2.181,156157,159509,IES-02087-r12,3353
supercont2.181,160785,161719,IES-02088-r16,935
supercont2.181,169087,171614,IES-02089-r26,2528
supercont2.181,176274,179410,IES-02090-r10,3137
supercont2.181,180354,183171,IES-02091-r4,2818
supercont2.182,4143,4633,IES-02092-r7,491
supercont2.182,24332,30679,IES-02093-r10,6348
supercont2.182,39230,45235,IES-02094-r18,6006
supercont2.182,46115,49652,IES-02095-r12,3538
supercont2.182,50597,56820,IES-02096-r15,6224
supercont2.182,64974,65877,IES-02097-r15,904
supercont2.182,67938,71101,IES-02098-r3,3164
supercont2.182,78347,80691,IES-02099-r13,2345
supercont2.182,95932,96503,IES-02100-r12,572
supercont2.182,123872,131170,IES-02101-r10,7299
supercont2.182,158375,161879,IES-02102-r20,3505
supercont2.182,179170,180945,IES-02103-r13,1776
supercont2.182,187460,192541,IES-02104-r13,5082
supercont2.183,7229,11615,IES-02105-r15,4387
supercont2.183,110369,112900,IES-02107-r9,2532
supercont2.183,125181,127401,IES-02108-r11,2221
supercont2.183,130106,131852,IES-02109-r16,1747
supercont2.183,137266,138502,IES-02110-r16,1237
supercont2.183,184640,187149,IES-02111-r9,2510
supercont2.184,8111,13543,IES-02112-r12,5433
supercont2.184,21333,25567,IES-02113-r16,4235
